LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,Patent Url,IPC,PrimaryClass,First4level,Formatted 1st4Lvl,Filingdate1,B4,B3,B2,B1,O1,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup
2000047353,http://law.lexmachina.com/cases/2000047353,"Intercarrier Communications LLC v. Interop Technologies, LLC",1:13-cv-21463,S.D.Fla.,2013, 4/24/2013,0,1,6985748,1,6985748,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6985748,H04Q 7/20 (20060101),H04Q 7/20,H04Q 7,H04Q   7,4/24/2013,35,41,14,24,10,20,26,11,14,Intercarrier Communications LLC,"Interop Technologies, LLC",397,1,3
2000047356,http://law.lexmachina.com/cases/2000047356,"Orientview Technologies LLC, v. The Medical Supply Depot Inc. et al",1:13-cv-02673,S.D.N.Y.,2013, 4/23/2013,0,1,7000183,1,7000183,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7000183,G06F 17/00 (20060101),G06F 17/00,G06F 17,G06F  17,4/23/2013,11766,12349,14321,13423,11628,13009,15299,13201,12858,"Orientview Technologies LLC,",The Medical Supply Depot Inc. et al,554,1,0
2000047386,http://law.lexmachina.com/cases/2000047386,Innovative Wireless Solutions LLC v Grecian Hotels LLC,2:13-cv-00300,E.D.Tex.,2013, 4/24/2013,0,1,"5912895, 6327264, 6587473",3,5912895,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5912895,H04M 11/06 (20060101); H04L 12/407 (20060101); H04L 12/413 (20060101); H04L 012/413 (),H04M 11/06,H04M 11,H04M  11,4/24/2013,866,949,1031,918,718,889,870,828,670,Innovative Wireless Solutions LLC v Grecian Hotels LLC,,385,1,0
2000047398,http://law.lexmachina.com/cases/2000047398,Innovative Wireless Solutions LLC v 281 Lodging Partnership Ltd,2:13-cv-00299,E.D.Tex.,2013, 4/24/2013,0,1,"5912895, 6327264, 6587473",3,5912895,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5912895,H04M 11/06 (20060101); H04L 12/407 (20060101); H04L 12/413 (20060101); H04L 012/413 (),H04M 11/06,H04M 11,H04M  11,4/24/2013,866,949,1031,918,718,889,870,828,670,Innovative Wireless Solutions LLC v 281 Lodging Partnership Ltd,,382,1,0
2000047399,http://law.lexmachina.com/cases/2000047399,Innovative Wireless Solutions LLC v CNL Hotel Investors Inc,2:13-cv-00326,E.D.Tex.,2013, 4/24/2013,0,1,"5912895, 6327264, 6587473",3,5912895,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5912895,H04M 11/06 (20060101); H04L 12/407 (20060101); H04L 12/413 (20060101); H04L 012/413 (),H04M 11/06,H04M 11,H04M  11,4/24/2013,866,949,1031,918,718,889,870,828,670,Innovative Wireless Solutions LLC v CNL Hotel Investors Inc,,384,1,0
2000047407,http://law.lexmachina.com/cases/2000047407,Innovative Wireless Solutions LLC v Choice Hotels International Inc,2:13-cv-00312,E.D.Tex.,2013, 4/24/2013,0,1,"5912895, 6327264, 6587473",3,5912895,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5912895,H04M 11/06 (20060101); H04L 12/407 (20060101); H04L 12/413 (20060101); H04L 012/413 (),H04M 11/06,H04M 11,H04M  11,4/24/2013,866,949,1031,918,718,889,870,828,670,Innovative Wireless Solutions LLC v Choice Hotels International Inc,,383,1,0
2000047416,http://law.lexmachina.com/cases/2000047416,Innovative Wireless Solutions LLC v North 281 Management LLC,2:13-cv-00305,E.D.Tex.,2013, 4/24/2013,0,1,"5912895, 6327264, 6587473",3,5912895,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5912895,H04M 11/06 (20060101); H04L 12/407 (20060101); H04L 12/413 (20060101); H04L 012/413 (),H04M 11/06,H04M 11,H04M  11,4/24/2013,866,949,1031,918,718,889,870,828,670,Innovative Wireless Solutions LLC v North 281 Management LLC,,387,1,0
2000047420,http://law.lexmachina.com/cases/2000047420,Innovative Wireless Solutions LLC v HVM LLC,2:13-cv-00316,E.D.Tex.,2013, 4/24/2013,0,1,"5912895, 6327264, 6587473",3,5912895,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5912895,H04M 11/06 (20060101); H04L 12/407 (20060101); H04L 12/413 (20060101); H04L 012/413 (),H04M 11/06,H04M 11,H04M  11,4/24/2013,866,949,1031,918,718,889,870,828,670,Innovative Wireless Solutions LLC v HVM LLC,,386,1,0
2000047426,http://law.lexmachina.com/cases/24215,Sanofi-Aventis et al v. Wockhardt Limited et al,1:08-cv-00150,D.Del.,2008, 3/14/2008,0,8,6149940,1,6149940,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6149940,A61K 31/517 (20060101); A61K 9/20 (20060101); A61K 009/24 (); A61K 009/28 (); A61K 009/22 (),A61K 31/517 ,A61K 31,A61K  31,3/14/2008,34633,39692,37577,41302,32763,37970,34098,38197,33762,Sanofi-Aventis et al,Wockhardt Limited et al,4923,1,0
2000047440,http://law.lexmachina.com/cases/6805,Tech Concepts L P v. Zurn Ind Inc,1:02-cv-02136,N.D.Ill.,2002, 3/22/2002,1,8,5431181,1,5431181,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5431181,E03D 5/10 (20060101); E03D 3/00 (20060101); E03D 3/06 (20060101); E03D 5/00 (20060101); F16K 31/40 (20060101); F16K 31/36 (20060101); F16K 031/40 (); F16K 031/126 (),E03D 5/10 ,E03D 5,E03D   5,3/22/2002,130,144,95,135,145,121,121,131,147,Tech Concepts L P,Zurn Ind Inc,5377,1,2
2000047471,http://law.lexmachina.com/cases/7717,Zenith Elec Corp v. PDI Commc Syst Inc,1:04-cv-04796,N.D.Ill.,2004, 7/21/2004,0,8,"5495301,5502513",2,5495301,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5495301,H04N 5/60 (20060101); H04N 5/44 (20060101); A04N 005/44 (),H04N 5/60 ,H04N 5,H04N   5,7/21/2004,17686,18987,18240,18706,19992,20255,19325,19762,16835,Zenith Elec Corp,PDI Commc Syst Inc,5989,1,0
2000047533,http://law.lexmachina.com/cases/2000047533,MAZ Encryption Technologies LLC v. McAfee Inc.,1:13-cv-00729,D.Del.,2013, 4/25/2013,0,1,8359476,1,8359476,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8359476,H04L 9/32 (20060101),H04L 9/32,H04L 9,H04L   9,4/25/2013,2675,2745,2715,2459,2299,2460,2682,2780,2691,MAZ Encryption Technologies LLC,McAfee Inc.,471,0,1
2000047538,http://law.lexmachina.com/cases/2000047538,MAZ Encryption Technologies LLC v. Oracle Corporation et al,1:13-cv-00730,D.Del.,2013, 4/25/2013,0,1,7096358,1,7096358,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7096358,H04L 9/32 (20060101),H04L 9/32,H04L 9,H04L   9,4/25/2013,2675,2745,2715,2459,2299,2460,2682,2780,2691,MAZ Encryption Technologies LLC,Oracle Corporation et al,471,0,6
2000047539,http://law.lexmachina.com/cases/2000002558,"Shoup v. Shoup Manufacturing, Inc.",2:10-cv-02086,C.D.Ill.,2010, 4/13/2010,0,9,"5497716,5884711,6321667",3,5497716,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5497716,A01B 41/04 (20060101); A01B 39/00 (20060101); A01B 41/00 (20060101); A01B 39/14 (20060101); A01B 005/00 (),A01B 41/04 ,A01B 41,A01B  41,4/13/2010,NA,1,3,2,5,3,NA,1,1,Shoup,"Shoup Manufacturing, Inc.",6411,1,0
2000047573,http://law.lexmachina.com/cases/2000000065,"MARTINO v. WILWOOD ENGINEERING, INC",2:09-cv-01288,W.D.Pa.,2009, 9/22/2009,0,9,5901818,1,5901818,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5901818,F16D 69/02 (20060101); F16D 65/12 (20060101); F16D 69/00 (20060101); F16D 065/10 (),F16D 69/02 ,F16D 69,F16D  69,9/22/2009,111,149,141,148,97,134,110,134,132,MARTINO,"WILWOOD ENGINEERING, INC",6301,1,0
2000047577,http://law.lexmachina.com/cases/2000047577,"IPVX Patent Holdings, Inc. v. Donoma, Inc.",7:13-cv-00173,W.D.Va.,2013, 4/15/2013,0,5,5572576,1,5572576,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5572576,H04M 1/65 (20060101); H04M 1/275 (20060101); H04M 1/274 (20060101); H04M 1/57 (20060101); H04M 1/652 (20060101); H04M 1/2745 (20060101); H04M 001/64 (); H04M 011/00 (),H04M 1/65,H04M 1,H04M   1,4/15/2013,4592,4924,5777,4816,4655,4842,5356,3951,4540,"IPVX Patent Holdings, Inc.","Donoma, Inc.",1158,1,3
2000047580,http://law.lexmachina.com/cases/15595,Voda v. Guidant Corporation,5:06-cv-00307,W.D.Okla.,2006, 3/24/2006,0,9,"5445625,6083213,6475195",3,5445625,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5445625,A61M 25/00 (20060101); A61M 25/06 (20060101); A61M 025/00 (),A61M 25/00 ,A61M 25,A61M  25,3/24/2006,1540,1465,910,1162,1097,1307,1118,1210,1253,Voda,Guidant Corporation,6471,1,2
2000047598,http://law.lexmachina.com/cases/2000047598,Novo Transforma Technologies LLC v. NTCH Inc.,1:13-cv-00745,D.Del.,2013, 4/26/2013,0,1,5826034,1,5826034,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5826034,H04L 12/58 (20060101); H04M 3/53 (20060101); H04M 3/50 (20060101); G07B 17/00 (20060101); G06F 005/00 (),H04L 12/58,H04L 12,H04L  12,4/26/2013,10432,11525,13232,12434,11927,12769,14805,12654,13214,Novo Transforma Technologies LLC,NTCH Inc.,536,0,1
2000047600,http://law.lexmachina.com/cases/2000047600,Novo Transforma Technologies LLC v. Commnet Wireless LLC,1:13-cv-00741,D.Del.,2013, 4/26/2013,0,1,5826034,1,5826034,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5826034,H04L 12/58 (20060101); H04M 3/53 (20060101); H04M 3/50 (20060101); G07B 17/00 (20060101); G06F 005/00 (),H04L 12/58,H04L 12,H04L  12,4/26/2013,10432,11525,13232,12434,11927,12769,14805,12654,13214,Novo Transforma Technologies LLC,Commnet Wireless LLC,536,0,7
2000047601,http://law.lexmachina.com/cases/2000047601,Novo Transforma Technologies LLC v. Southern Communications Services Inc.,1:13-cv-00746,D.Del.,2013, 4/26/2013,0,1,5826034,1,5826034,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5826034,H04L 12/58 (20060101); H04M 3/53 (20060101); H04M 3/50 (20060101); G07B 17/00 (20060101); G06F 005/00 (),H04L 12/58,H04L 12,H04L  12,4/26/2013,10432,11525,13232,12434,11927,12769,14805,12654,13214,Novo Transforma Technologies LLC,Southern Communications Services Inc.,536,0,2
2000047611,http://law.lexmachina.com/cases/2000047611,"ArrivalStar S.A. et al v. Startrack, LLC",1:13-cv-03193,N.D.Ill.,2013, 4/29/2013,0,5,"6714859, 6904359, 6952645, 7191058",4,6714859,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6714859,G06Q 10/00 (20060101); G08G 1/123 (20060101); G08G 001/123 (),G06Q 10/00,G06Q 10,G06Q  10,4/29/2013,3381,3793,3996,3716,3263,3915,4551,4227,4123,ArrivalStar S.A. et al,"Startrack, LLC",949,0,68
2000047625,http://law.lexmachina.com/cases/24287,"Bang Zoom Design, Ltd. v. KB Toys Inc",1:08-cv-00204,S.D.Ohio,2008, 3/24/2008,0,13,5882241,1,5882241,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5882241,A63H 17/00 (20060101); A63H 17/36 (20060101); B62D 61/00 (20060101); B62D 61/12 (20060101); A63H 30/04 (20060101); A63H 30/00 (20060101); A63H 017/36 (); A63H 017/385 (),A63H 17/00 ,A63H 17,A63H  17,3/24/2008,105,178,148,88,99,144,98,98,133,"Bang Zoom Design, Ltd.",KB Toys Inc,6572,1,0
2000047631,http://law.lexmachina.com/cases/21962,"US Foam, Inc. et al v. ON Site Gas Systems, Inc.",2:07-cv-00466,E.D.Tex.,2007,10/25/2007,0,"8, 9","7096965,7104336",2,7096965,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7096965,A62C 2/00 (20060101),A62C 2/00 ,A62C 2,A62C   2,10/25/2007,121,67,79,88,106,87,107,85,94,"US Foam, Inc. et al","ON Site Gas Systems, Inc.",7153,1,0
2000047642,http://law.lexmachina.com/cases/10903,"VISUAL TECHNOLOGY APPLICATIONS, INC. v. GEMSTONE EDUCATIONAL MANAGEMENT, L.L.C.",2:04-cv-04504,E.D.Pa.,2004, 9/24/2004,0,8,5363154,1,5363154,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5363154,A61H 5/00 (20060101); A61B 003/02 (),A61H 5/00 ,A61H 5,A61H   5,9/24/2004,17,21,39,40,19,25,28,34,42,"VISUAL TECHNOLOGY APPLICATIONS, INC.","GEMSTONE EDUCATIONAL MANAGEMENT, L.L.C.",5777,1,0
2000047673,http://law.lexmachina.com/cases/2000025878,"Bandspeed Inc v Garmin International, Inc. et al.",1:11-cv-00771,W.D.Tex.,2011,  9/6/2011,0,8,"6601101,7027418,7570614",3,6601101,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6601101,H04L 29/06 (20060101); G06F 015/16 (),H04L 29/06 ,H04L 29,H04L  29,9/6/2011,6582,7937,6210,7512,7415,10191,7732,8668,9489,"Bandspeed Inc v Garmin International, Inc. et al.",,2035,1,0
2000047674,http://law.lexmachina.com/cases/2000050302,"Earthstone International LLC v. Frederick Hart Co., Inc.",1:13-cv-00634,D.N.M.,2013, 7/10/2013,0,8,"5821184,5972817",2,5821184,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5821184,C03B 19/00 (20060101); C03B 19/08 (20060101); B24D 18/00 (20060101); B24D 3/20 (20060101); C03C 1/00 (20060101); B24D 3/28 (20060101); C03C 11/00 (20060101); C03C 8/00 (20060101); C03C 8/14 (20060101); B24D 13/00 (20060101); B24D 13/14 (20060101); C04B 038/02 (); C04B 038/10 (); C03B 019/08 (); C03C 011/00 (),C03B 19/00 ,C03B 19,C03B  19,7/10/2013,70,90,99,132,111,99,82,67,100,Earthstone International LLC,"Frederick Hart Co., Inc.",2754,1,0
2000047677,http://law.lexmachina.com/cases/2000010407,"Monsanto Company v. Stephens, et al",7:00-cv-00211,E.D.N.C.,2000,10/18/2000,0,8,"5352605,5633435",2,5352605,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5352605,C07K 14/435 (20060101); C07K 14/61 (20060101); C12N 15/52 (20060101); C12N 15/82 (20060101); C12N 005/00 (); C12N 015/00 (); C07H 021/04 (),C07K 14/435 ,C07K 14,C07K  14,10/18/2000,10527,9101,11576,10292,11737,11473,13183,11531,11281,Monsanto Company,"Stephens, et al",4111,0,1
2000047722,http://law.lexmachina.com/cases/25162,"Northwest Agricultural Products, Inc. v. Emerald Bioagriculture Corp",2:08-cv-05042,E.D.Wash.,2008, 7/23/2008,1,8,"5439873,5840656,6534446",3,5439873,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5439873,A01N 37/44 (20060101); C05F 11/00 (20060101); A01N 033/08 (); A01N 037/44 (),A01N 37/44 ,A01N 37,A01N  37,7/23/2008,682,817,756,824,743,796,944,814,892,"Northwest Agricultural Products, Inc.",Emerald Bioagriculture Corp,4289,1,0
2000047749,http://law.lexmachina.com/cases/2000047749,"Uniloc USA, Inc. et al v. Ipswitch, Inc.",6:13-cv-00367,E.D.Tex.,2013,  5/1/2013,0,"1, 4",5490216,1,5490216,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5490216,G06F 21/00 (20060101); G06F 1/00 (20060101); G06Q 30/00 (20060101); H04L 009/00 (),G06F 21/00,G06F 21,G06F  21,5/1/2013,4833,4987,5805,5978,5187,6410,6955,6255,5573,"Uniloc USA, Inc. et al","Ipswitch, Inc.",6594,0,23
2000047750,http://law.lexmachina.com/cases/2000047750,"LUNAREYE, INC. v. FIRSTECH, LLC",9:13-cv-00088,E.D.Tex.,2013,  5/1/2013,0,1,6484035,1,6484035,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6484035,G01S 5/14 (20060101); G01S 5/00 (20060101); H04Q 007/20 (); H04B 007/185 (); G01S 003/02 (),G01S 5/14,G01S 5,G01S   5,5/1/2013,643,652,612,699,687,674,860,856,779,"LUNAREYE, INC.","FIRSTECH, LLC",460,1,0
2000047759,http://law.lexmachina.com/cases/68708,"OTICON, INC. v. VIVATONE HEARING SYSTEMS, LLC et al",3:08-cv-05489,D.N.J.,2008, 11/7/2008,0,8,5365233,1,5365233,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5365233,G06F 1/035 (20060101); G06F 1/02 (20060101); H03H 17/06 (20060101); H03M 1/18 (20060101); H04R 25/00 (20060101); H03M 001/18 (),G06F 1/035 ,G06F 1,G06F   1,11/7/2008,3560,3212,3718,3610,3736,3417,3591,3837,4109,"OTICON, INC.","VIVATONE HEARING SYSTEMS, LLC et al",4421,1,0
2000047802,http://law.lexmachina.com/cases/2000047802,"ArrivalStar S.A. et al v. ScyTek Electronics, Inc.",1:13-cv-03326,N.D.Ill.,2013,  5/2/2013,0,5,"6714859, 6904359, 6952645, 7191058",4,6714859,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6714859,G06Q 10/00 (20060101); G08G 1/123 (20060101); G08G 001/123 (),G06Q 10/00,G06Q 10,G06Q  10,5/2/2013,3381,3793,3996,3716,3263,3915,4551,4227,4123,ArrivalStar S.A. et al,"ScyTek Electronics, Inc.",949,0,38
2000047831,http://law.lexmachina.com/cases/4860,Timebase Pty Ltd. v. The Thomson Corporation,1:07-cv-00460,N.D.Ill.,2007, 1/24/2007,0,8,6233592,1,6233592,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6233592,G06F 17/30 (20060101); G06F 17/21 (20060101); G06F 017/21 (),G06F 17/30 ,G06F 17,G06F  17,1/24/2007,9128,9681,10058,11571,10545,9987,10368,12613,10514,Timebase Pty Ltd.,The Thomson Corporation,5517,1,0
2000047847,http://law.lexmachina.com/cases/2000048590,"Ultradent Products, Inc. v. Ranir",2:13-cv-00361,D.Utah,2013, 5/21/2013,0,8,"6730316,6964571,7004756,7048543,7128899,7481653,7862801,8007277,8444413",9,6730316,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6730316,A61Q 11/00 (20060101); A61K 8/19 (20060101); A61K 8/30 (20060101); A61K 8/72 (20060101); A61K 8/81 (20060101); A61K 8/42 (20060101); A61F 013/00 (); A61K 007/20 (),A61Q 11/00 ,A61Q 11,A61Q  11,5/21/2013,261,334,809,251,276,365,761,321,419,"Ultradent Products, Inc.",Ranir,5645,0,1
2000047848,http://law.lexmachina.com/cases/2000005756,"Phil-Insul Corp. v. Reward Wall Systems, Inc. et al",6:11-cv-00053,E.D.Tex.,2011,  2/2/2011,0,8,5428933,1,5428933,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5428933,E04C 1/00 (20060101); E04B 2/54 (20060101); E04B 2/42 (20060101); E04B 2/86 (20060101); E04C 1/40 (20060101); E04B 2/02 (20060101); F04C 003/02 (),E04C 1/00 ,E04C 1,E04C   1,2/2/2011,292,331,291,347,286,351,294,405,250,Phil-Insul Corp.,"Reward Wall Systems, Inc. et al",4564,0,1
2000047886,http://law.lexmachina.com/cases/2000047886,Relay IP Inc. v. Extreme Networks Inc.,1:13-cv-00775,D.Del.,2013,  5/3/2013,0,1,5331637,1,5331637,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5331637,H04L 12/18 (20060101); H04L 012/44 (); H04J 003/08 (),H04L 12/18,H04L 12,H04L  12,5/3/2013,10432,11525,13232,12434,11927,12769,14805,12654,13214,Relay IP Inc.,Extreme Networks Inc.,637,0,2
2000047895,http://law.lexmachina.com/cases/2000047895,Relay IP Inc. v. Enterasys Networks Inc.,1:13-cv-00774,D.Del.,2013,  5/3/2013,0,1,5331637,1,5331637,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5331637,H04L 12/18 (20060101); H04L 012/44 (); H04J 003/08 (),H04L 12/18,H04L 12,H04L  12,5/3/2013,10432,11525,13232,12434,11927,12769,14805,12654,13214,Relay IP Inc.,Enterasys Networks Inc.,637,0,4
2000047902,http://law.lexmachina.com/cases/2000047902,Data Carriers LLC v W.W Grainger Inc,1:13-cv-00801,D.Del.,2013,  5/3/2013,0,1,5388198,1,5388198,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5388198,G06F 9/44 (20060101); G06F 015/62 (),G06F 9/44,G06F 9,G06F   9,5/3/2013,6660,7061,8870,7774,7232,7371,8445,8212,7289,Data Carriers LLC v W.W Grainger Inc,,191,1,0
2000047904,http://law.lexmachina.com/cases/2000047904,Data Carriers LLC v Williams-Sonoma Inc,1:13-cv-00800,D.Del.,2013,  5/3/2013,0,1,5388198,1,5388198,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5388198,G06F 9/44 (20060101); G06F 015/62 (),G06F 9/44,G06F 9,G06F   9,5/3/2013,6660,7061,8870,7774,7232,7371,8445,8212,7289,Data Carriers LLC v Williams-Sonoma Inc,,192,1,0
2000047912,http://law.lexmachina.com/cases/2000047912,Relay IP Inc. v. BT Group plc et al,1:13-cv-00771,D.Del.,2013,  5/3/2013,0,1,5331637,1,5331637,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5331637,H04L 12/18 (20060101); H04L 012/44 (); H04J 003/08 (),H04L 12/18,H04L 12,H04L  12,5/3/2013,10432,11525,13232,12434,11927,12769,14805,12654,13214,Relay IP Inc.,BT Group plc et al,637,1,7
2000047934,http://law.lexmachina.com/cases/2000051292,"Sulzer Mixpac Usa, Inc. et al v. International Dental Supply Co. et al",1:13-cv-05464,S.D.N.Y.,2013,  8/5/2013,0,8,"5609271,5918772,6186363",3,5609271,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5609271,B05C 17/005 (20060101); B65D 81/32 (20060101); B05C 17/01 (20060101); B67D 005/60 (),B05C 17/005 ,B05C 17,B05C  17,8/5/2013,237,381,174,148,186,199,180,153,165,"Sulzer Mixpac Usa, Inc. et al",International Dental Supply Co. et al,5271,1,2
2000047936,http://law.lexmachina.com/cases/5925,"MONSANTO COMPANY v. GOOD, et al",1:01-cv-05678,D.N.J.,2001, 12/6/2001,0,8,5352605,1,5352605,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5352605,C07K 14/435 (20060101); C07K 14/61 (20060101); C12N 15/52 (20060101); C12N 15/82 (20060101); C12N 005/00 (); C12N 015/00 (); C07H 021/04 (),C07K 14/435 ,C07K 14,C07K  14,12/6/2001,11737,11473,13183,11531,11281,11408,12274,11260,10449,MONSANTO COMPANY,"GOOD, et al",4111,1,0
2000047942,http://law.lexmachina.com/cases/2000047942,"Black Hills Media, LLC v. Samsung Electronics Co. Ltd. et al",2:13-cv-00379,E.D.Tex.,2013,  5/6/2013,0,1,"6108686,6618593,7835689,7917082,8028323,8045952,8050652,8214873,8230099",9,6108686,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6108686,G06F 17/30 (20060101); G06F 015/16 (),G06F 17/30,G06F 17,G06F  17,5/6/2013,11766,12349,14321,13423,11628,13009,15299,13201,12858,"Black Hills Media, LLC",Samsung Electronics Co. Ltd. et al,92,1,0
2000047950,http://law.lexmachina.com/cases/2000003253,Salesforce.com Inc. v. Microsoft Corporation,1:10-cv-00555,D.Del.,2010, 6/24/2010,0,8,"6813633,6918059,7024454,7209929",4,6813633,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6813633,G06F 12/08 (20060101); G06F 013/14 (),G06F 12/08 ,G06F 12,G06F  12,6/24/2010,3183,2950,3526,3324,3023,2674,2937,2618,2661,Salesforce.com Inc.,Microsoft Corporation,4900,1,0
2000048001,http://law.lexmachina.com/cases/2000048001,"Parallel Networks, LLC v. Spotify USA Inc.",1:13-cv-00808,D.Del.,2013,  5/6/2013,0,3,"7188145, 7730262",2,7188145,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7188145,G06F 15/167 (20060101),G06F 15/167,G06F 15,G06F  15,5/6/2013,4915,5065,4291,3384,2641,2577,2842,3002,1905,"Parallel Networks, LLC",Spotify USA Inc.,864,0,3
2000048009,http://law.lexmachina.com/cases/3960,Trimed v. Stryker Corporation,2:06-cv-01918,C.D.Cal.,2006, 3/30/2006,0,8,5931839,1,5931839,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5931839,A61B 17/80 (20060101); A61B 17/68 (20060101); A61B 017/80 (),A61B 17/80 ,A61B 17,A61B  17,3/30/2006,9116,9166,5368,5988,5673,6945,6159,5972,6954,Trimed,Stryker Corporation,5595,1,0
2000048018,http://law.lexmachina.com/cases/2000048018,"ArrivalStar S.A. et al v. Roamworks USA, Inc.",1:13-cv-03419,N.D.Ill.,2013,  5/7/2013,0,5,"6714859, 6804606, 6904359",3,6714859,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6714859,G06Q 10/00 (20060101); G08G 1/123 (20060101); G08G 001/123 (),G06Q 10/00,G06Q 10,G06Q  10,5/7/2013,3381,3793,3996,3716,3263,3915,4551,4227,4123,ArrivalStar S.A. et al,"Roamworks USA, Inc.",949,0,56
2000048020,http://law.lexmachina.com/cases/2000001515,"Detroit Diesel Corporation v. Interstate Diesel Service, Inc. d/b/a Interstate-McBee LLC",5:09-cv-14798,E.D.Mich.,2009, 12/9/2009,0,8,"5299538,5505167,5596954",3,5299538,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5299538,F02F 1/02 (20060101); F02F 1/14 (20060101); F02B 3/00 (20060101); F02B 3/06 (20060101); F02B 75/02 (20060101); F01P 003/20 (),F02F 1/02 ,F02F 1,F02F   1,12/9/2009,366,365,291,279,414,333,277,342,429,Detroit Diesel Corporation,"Interstate Diesel Service, Inc. d/b/a Interstate-McBee LLC",2617,1,0
2000048023,http://law.lexmachina.com/cases/5347,"Isensee v. HO Sports Company, Inc.",0:06-cv-00210,D.Minn.,2006, 1/12/2006,0,9,5299963,1,5299963,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5299963,B63B 35/73 (20060101); B63B 35/81 (20060101); A63C 015/00 (),B63B 35/73 ,B63B 35,B63B  35,1/12/2006,374,327,290,306,269,255,344,348,258,Isensee,"HO Sports Company, Inc.",6227,1,0
2000048068,http://law.lexmachina.com/cases/2000048068,Relay IP Inc. v. Thomson Reuters Finance Company et al,1:13-cv-00815,D.Del.,2013,  5/7/2013,0,1,5331637,1,5331637,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5331637,H04L 12/18 (20060101); H04L 012/44 (); H04J 003/08 (),H04L 12/18,H04L 12,H04L  12,5/7/2013,10432,11525,13232,12434,11927,12769,14805,12654,13214,Relay IP Inc.,Thomson Reuters Finance Company et al,637,0,6
2000048070,http://law.lexmachina.com/cases/2000048070,"Stragent, LLC et al v. Mercedes-Benz USA, LLC",6:13-cv-00378,E.D.Tex.,2013,  5/8/2013,0,"1, 6",7953599,1,7953599,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7953599,G10L 15/22 (20060101),G10L 15/22,G10L 15,G10L  15,5/8/2013,1014,1144,1302,1364,1268,1218,1546,1354,1255,"Stragent, LLC et al","Mercedes-Benz USA, LLC",6607,0,2
